dia,id_operador,id_ordem,habilidades_ordem,habilidades_operador,nivel_operador,horas_estimadas,horas_disponiveis,prioridade,inicio_esperado,atraso,compatibilidade_habilidade,habilidades_nao_atendidas,compatibilidade_nivel_prioridade,hora_extra,total_hora_extra,status
4,op2,ordem37,elétrica | pintura,solda | pintura | elétrica,júnior,2,8,baixa,3,1,100.0,,OK,Não,0,não_atendida
4,op3,ordem85,elétrica | hidráulica,hidráulica | solda,sênior,5,7,alta,2,2,50.0,elétrica,OK,Não,0,não_atendida
4,op4,ordem93,elétrica | alvenaria,pintura | alvenaria | hidráulica,pleno,5,7,alta,2,2,50.0,elétrica,NOK,Não,0,não_atendida
4,op4,ordem31,alvenaria,pintura | alvenaria | hidráulica,pleno,2,7,baixa,4,0,100.0,,OK,Não,0,não_atendida
4,op5,ordem63,alvenaria,alvenaria | pintura | elétrica,especialista,8,9,alta,2,2,100.0,,OK,Não,0,não_atendida
4,op6,ordem65,pintura | elétrica,hidráulica | alvenaria | pintura,pleno,8,9,alta,5,-1,50.0,elétrica,NOK,Não,0,não_atendida
4,op7,ordem98,alvenaria,alvenaria | solda,pleno,5,9,alta,1,3,100.0,,NOK,Não,0,não_atendida
4,op7,ordem27,solda | pintura,alvenaria | solda,pleno,4,9,média,4,0,50.0,pintura,OK,Não,0,não_atendida
4,op8,ordem94,pintura,solda | elétrica | pintura,sênior,5,9,alta,3,1,100.0,,OK,Não,0,não_atendida
4,op8,ordem33,solda,solda | elétrica | pintura,sênior,4,9,média,5,-1,100.0,,OK,Não,0,não_atendida
4,op9,ordem23,pintura | solda,alvenaria | elétrica | solda,sênior,8,8,média,2,2,50.0,pintura,OK,Não,0,não_atendida
4,op10,ordem13,hidráulica,pintura | hidráulica | solda,sênior,5,9,média,2,2,100.0,,OK,Não,0,não_atendida
4,op10,ordem40,alvenaria | solda,pintura | hidráulica | solda,sênior,3,9,média,5,-1,50.0,alvenaria,OK,Não,0,não_atendida
5,op1,ordem32,alvenaria | pintura,alvenaria | pintura | hidráulica,pleno,8,9,média,3,2,100.0,,OK,Não,0,não_atendida
5,op2,ordem35,pintura,solda | pintura | elétrica,júnior,8,8,média,1,4,100.0,,NOK,Não,0,não_atendida
5,op3,ordem43,solda,hidráulica | solda,sênior,7,7,média,1,4,100.0,,OK,Não,0,não_atendida
5,op4,ordem59,hidráulica,pintura | alvenaria | hidráulica,pleno,6,7,média,5,0,100.0,,OK,Não,0,não_atendida
5,op5,ordem56,alvenaria,alvenaria | pintura | elétrica,especialista,8,9,média,4,1,100.0,,OK,Não,0,não_atendida
5,op6,ordem51,hidráulica,hidráulica | alvenaria | pintura,pleno,8,9,média,1,4,100.0,,OK,Não,0,não_atendida
5,op7,ordem62,solda,alvenaria | solda,pleno,3,9,média,4,1,100.0,,OK,Não,0,não_atendida
5,op7,ordem77,alvenaria | pintura,alvenaria | solda,pleno,5,9,média,1,4,50.0,pintura,OK,Não,0,não_atendida
5,op8,ordem67,hidráulica | elétrica,solda | elétrica | pintura,sênior,7,9,média,2,3,50.0,hidráulica,OK,Não,0,não_atendida
5,op9,ordem72,pintura | solda,alvenaria | elétrica | solda,sênior,7,8,média,5,0,50.0,pintura,OK,Não,0,não_atendida
5,op10,ordem79,hidráulica | solda,pintura | hidráulica | solda,sênior,3,9,média,3,2,100.0,,OK,Não,0,não_atendida
5,op10,ordem86,pintura | alvenaria,pintura | hidráulica | solda,sênior,6,9,média,1,4,50.0,alvenaria,OK,Não,0,não_atendida
