dia,id_operador,id_ordem,habilidades_ordem,habilidades_operador,nivel_operador,horas_estimadas,horas_disponiveis,prioridade,inicio_esperado,atraso,compatibilidade_habilidade,habilidades_nao_atendidas,compatibilidade_nivel_prioridade,hora_extra,total_hora_extra,status
2,op7,ordem7,alvenaria | hidráulica,alvenaria | elétrica | hidráulica,sênior,8,9,alta,4,-2,100.0,,OK,Não,0,não_atendida
2,op8,ordem97,pintura,pintura | hidráulica,sênior,7,8,urgente,4,-2,100.0,,OK,Não,0,não_atendida
2,op9,ordem39,solda | alvenaria,elétrica | solda | hidráulica,sênior,4,9,média,2,0,50.0,alvenaria,OK,Não,0,não_atendida
2,op10,ordem34,alvenaria,elétrica | pintura | alvenaria,júnior,7,7,urgente,5,-3,100.0,,NOK,Não,0,não_atendida
3,op2,ordem5,solda,hidráulica | solda,especialista,7,9,alta,4,-1,100.0,,OK,Não,0,não_atendida
3,op3,ordem4,elétrica | hidráulica,elétrica | solda,sênior,4,9,alta,1,2,50.0,hidráulica,OK,Não,0,não_atendida
3,op3,ordem29,elétrica | alvenaria,elétrica | solda,sênior,2,9,baixa,2,1,50.0,alvenaria,OK,Não,0,não_atendida
3,op3,ordem91,pintura | elétrica,elétrica | solda,sênior,2,9,urgente,3,0,50.0,pintura,OK,Não,0,não_atendida
3,op4,ordem80,solda | pintura,solda | pintura | alvenaria,pleno,2,9,urgente,4,-1,100.0,,NOK,Não,0,não_atendida
3,op4,ordem99,solda | alvenaria,solda | pintura | alvenaria,pleno,3,9,média,3,0,100.0,,OK,Não,0,não_atendida
3,op5,ordem41,solda,solda | elétrica,especialista,5,9,média,5,-2,100.0,,OK,Não,0,não_atendida
3,op5,ordem92,elétrica,solda | elétrica,especialista,3,9,urgente,2,1,100.0,,OK,Não,0,não_atendida
3,op7,ordem61,hidráulica,alvenaria | elétrica | hidráulica,sênior,6,9,urgente,3,0,100.0,,OK,Não,0,não_atendida
3,op7,ordem68,alvenaria | hidráulica,alvenaria | elétrica | hidráulica,sênior,3,9,urgente,4,-1,100.0,,OK,Não,0,não_atendida
3,op7,ordem90,hidráulica,alvenaria | elétrica | hidráulica,sênior,3,9,média,3,0,100.0,,OK,Sim,3,não_atendida
3,op9,ordem65,elétrica,elétrica | solda | hidráulica,sênior,3,9,urgente,5,-2,100.0,,OK,Não,0,não_atendida
3,op9,ordem87,pintura | solda,elétrica | solda | hidráulica,sênior,8,9,alta,1,2,50.0,pintura,OK,Sim,2,não_atendida
3,op10,ordem10,elétrica,elétrica | pintura | alvenaria,júnior,8,7,baixa,1,2,100.0,,OK,Sim,1,não_atendida
3,op10,ordem71,alvenaria,elétrica | pintura | alvenaria,júnior,3,7,baixa,5,-2,100.0,,OK,Sim,4,não_atendida
3,op10,ordem77,alvenaria | elétrica,elétrica | pintura | alvenaria,júnior,4,7,alta,4,-1,100.0,,NOK,Sim,8,não_atendida
3,op10,ordem83,solda | pintura,elétrica | pintura | alvenaria,júnior,2,7,alta,5,-2,50.0,solda,NOK,Sim,10,não_atendida
3,op10,ordem84,pintura,elétrica | pintura | alvenaria,júnior,8,7,média,1,2,100.0,,NOK,Sim,18,não_atendida
4,op1,ordem17,pintura,pintura | alvenaria | solda,especialista,2,7,baixa,5,-1,100.0,,OK,Não,0,não_atendida
4,op1,ordem45,alvenaria | pintura,pintura | alvenaria | solda,especialista,4,7,alta,2,2,100.0,,OK,Não,0,não_atendida
4,op2,ordem16,solda | elétrica,hidráulica | solda,especialista,7,9,média,5,-1,50.0,elétrica,OK,Não,0,não_atendida
4,op2,ordem27,solda,hidráulica | solda,especialista,6,9,urgente,4,0,100.0,,OK,Sim,4,não_atendida
4,op2,ordem50,alvenaria | solda,hidráulica | solda,especialista,3,9,média,4,0,50.0,alvenaria,OK,Sim,7,não_atendida
4,op3,ordem46,elétrica,elétrica | solda,sênior,5,9,urgente,4,0,100.0,,OK,Não,0,não_atendida
4,op4,ordem26,solda,solda | pintura | alvenaria,pleno,5,9,urgente,3,1,100.0,,NOK,Não,0,não_atendida
4,op4,ordem85,solda,solda | pintura | alvenaria,pleno,3,9,baixa,4,0,100.0,,OK,Não,0,não_atendida
4,op4,ordem89,alvenaria,solda | pintura | alvenaria,pleno,4,9,média,2,2,100.0,,OK,Sim,3,não_atendida
4,op4,ordem96,solda | alvenaria,solda | pintura | alvenaria,pleno,4,9,baixa,4,0,100.0,,OK,Sim,7,não_atendida
4,op5,ordem53,solda,solda | elétrica,especialista,7,9,baixa,3,1,100.0,,OK,Não,0,não_atendida
4,op5,ordem95,elétrica,solda | elétrica,especialista,6,9,urgente,4,0,100.0,,OK,Sim,4,não_atendida
4,op6,ordem19,hidráulica | solda,elétrica | hidráulica,especialista,2,8,alta,3,1,50.0,solda,OK,Não,0,não_atendida
4,op7,ordem28,hidráulica,alvenaria | elétrica | hidráulica,sênior,4,9,urgente,2,2,100.0,,OK,Não,0,não_atendida
4,op7,ordem42,hidráulica,alvenaria | elétrica | hidráulica,sênior,3,9,alta,4,0,100.0,,OK,Não,0,não_atendida
4,op7,ordem91,pintura | elétrica,alvenaria | elétrica | hidráulica,sênior,2,9,urgente,3,1,50.0,pintura,OK,Não,0,não_atendida
4,op7,ordem98,alvenaria,alvenaria | elétrica | hidráulica,sênior,2,9,média,3,1,100.0,,OK,Sim,2,não_atendida
4,op9,ordem30,solda | hidráulica,elétrica | solda | hidráulica,sênior,6,9,média,4,0,100.0,,OK,Não,0,não_atendida
4,op9,ordem90,hidráulica,elétrica | solda | hidráulica,sênior,3,9,média,3,1,100.0,,OK,Não,0,não_atendida
4,op10,ordem48,alvenaria | pintura,elétrica | pintura | alvenaria,júnior,8,7,baixa,2,2,100.0,,OK,Sim,1,não_atendida
5,op2,ordem35,hidráulica,hidráulica | solda,especialista,8,9,média,1,4,100.0,,OK,Não,0,não_atendida
5,op3,ordem75,alvenaria | elétrica,elétrica | solda,sênior,8,9,média,5,0,50.0,alvenaria,OK,Não,0,não_atendida
5,op4,ordem32,alvenaria,solda | pintura | alvenaria,pleno,2,9,urgente,2,3,100.0,,NOK,Não,0,não_atendida
5,op5,ordem37,solda,solda | elétrica,especialista,6,9,alta,2,3,100.0,,OK,Não,0,não_atendida
5,op5,ordem67,elétrica,solda | elétrica,especialista,6,9,alta,5,0,100.0,,OK,Sim,3,não_atendida
5,op6,ordem49,elétrica,elétrica | hidráulica,especialista,7,8,baixa,3,2,100.0,,OK,Não,0,não_atendida
5,op6,ordem60,hidráulica,elétrica | hidráulica,especialista,4,8,média,3,2,100.0,,OK,Sim,3,não_atendida
5,op8,ordem31,pintura | alvenaria,pintura | hidráulica,sênior,3,8,urgente,5,0,50.0,alvenaria,OK,Não,0,não_atendida
5,op9,ordem59,hidráulica | pintura,elétrica | solda | hidráulica,sênior,3,9,urgente,2,3,50.0,pintura,OK,Não,0,não_atendida
5,op10,ordem34,alvenaria,elétrica | pintura | alvenaria,júnior,7,7,urgente,5,0,100.0,,NOK,Não,0,não_atendida
5,op10,ordem76,pintura,elétrica | pintura | alvenaria,júnior,2,7,urgente,1,4,100.0,,NOK,Sim,2,não_atendida
5,op10,ordem81,pintura,elétrica | pintura | alvenaria,júnior,6,7,baixa,2,3,100.0,,OK,Sim,8,não_atendida
