dia,id_operador,id_ordem,habilidades_ordem,habilidades_operador,nivel_operador,horas_estimadas,horas_disponiveis,prioridade,inicio_esperado,atraso,compatibilidade_habilidade,habilidades_nao_atendidas,compatibilidade_nivel_prioridade,hora_extra,total_hora_extra,status
2,op1,ordem77,hidráulica,alvenaria | pintura | hidráulica,pleno,5,7,urgente,1,1,100.0,,NOK,Não,0,não_atendida
2,op1,ordem20,pintura,alvenaria | pintura | hidráulica,pleno,2,7,alta,1,1,100.0,,NOK,Não,0,não_atendida
2,op2,ordem82,solda | pintura,elétrica | alvenaria | pintura,pleno,8,8,urgente,5,-3,50.0,solda,NOK,Não,0,não_atendida
2,op3,ordem14,hidráulica | elétrica,elétrica | hidráulica,júnior,3,7,alta,2,0,100.0,,NOK,Não,0,não_atendida
2,op3,ordem98,hidráulica | pintura,elétrica | hidráulica,júnior,2,7,alta,4,-2,50.0,pintura,NOK,Não,0,não_atendida
2,op3,ordem99,hidráulica | solda,elétrica | hidráulica,júnior,2,7,alta,5,-3,50.0,solda,NOK,Não,0,não_atendida
2,op4,ordem86,solda | pintura,elétrica | solda,júnior,5,7,urgente,2,0,50.0,pintura,NOK,Não,0,não_atendida
2,op4,ordem6,solda | pintura,elétrica | solda,júnior,2,7,média,3,-1,50.0,pintura,NOK,Não,0,não_atendida
2,op5,ordem85,alvenaria,alvenaria | elétrica,pleno,7,8,urgente,2,0,100.0,,NOK,Não,0,não_atendida
2,op6,ordem88,elétrica | alvenaria,elétrica | hidráulica,júnior,8,9,urgente,4,-2,50.0,alvenaria,NOK,Não,0,não_atendida
2,op7,ordem94,pintura,elétrica | solda | pintura,pleno,3,7,urgente,3,-1,100.0,,NOK,Não,0,não_atendida
2,op7,ordem16,pintura,elétrica | solda | pintura,pleno,4,7,alta,3,-1,100.0,,NOK,Não,0,não_atendida
2,op8,ordem95,solda | alvenaria,hidráulica | pintura | alvenaria,pleno,6,7,urgente,5,-3,50.0,solda,NOK,Não,0,não_atendida
2,op9,ordem32,solda | hidráulica,solda | elétrica,sênior,5,7,alta,4,-2,50.0,hidráulica,OK,Não,0,não_atendida
2,op9,ordem30,elétrica,solda | elétrica,sênior,2,7,média,2,0,100.0,,OK,Não,0,não_atendida
2,op10,ordem18,alvenaria | hidráulica,hidráulica | elétrica | alvenaria,júnior,5,7,alta,4,-2,100.0,,NOK,Não,0,não_atendida
2,op10,ordem37,elétrica,hidráulica | elétrica | alvenaria,júnior,2,7,média,2,0,100.0,,NOK,Não,0,não_atendida
3,op1,ordem26,pintura,alvenaria | pintura | hidráulica,pleno,7,7,alta,3,0,100.0,,NOK,Não,0,não_atendida
3,op2,ordem97,alvenaria | pintura,elétrica | alvenaria | pintura,pleno,8,8,urgente,3,0,100.0,,NOK,Não,0,não_atendida
3,op3,ordem46,solda | elétrica,elétrica | hidráulica,júnior,5,7,alta,5,-2,50.0,solda,NOK,Não,0,não_atendida
3,op3,ordem63,hidráulica | alvenaria,elétrica | hidráulica,júnior,2,7,média,1,2,50.0,alvenaria,NOK,Não,0,não_atendida
3,op4,ordem52,solda,elétrica | solda,júnior,3,7,alta,5,-2,100.0,,NOK,Não,0,não_atendida
3,op4,ordem75,solda,elétrica | solda,júnior,3,7,alta,3,0,100.0,,NOK,Não,0,não_atendida
3,op5,ordem29,alvenaria,alvenaria | elétrica,pleno,5,8,alta,4,-1,100.0,,NOK,Não,0,não_atendida
3,op5,ordem56,pintura | alvenaria,alvenaria | elétrica,pleno,3,8,alta,4,-1,50.0,pintura,NOK,Não,0,não_atendida
3,op6,ordem45,hidráulica | pintura,elétrica | hidráulica,júnior,8,9,alta,1,2,50.0,pintura,NOK,Não,0,não_atendida
3,op7,ordem28,pintura,elétrica | solda | pintura,pleno,2,7,alta,2,1,100.0,,NOK,Não,0,não_atendida
3,op7,ordem36,pintura,elétrica | solda | pintura,pleno,4,7,alta,1,2,100.0,,NOK,Não,0,não_atendida
3,op8,ordem50,pintura,hidráulica | pintura | alvenaria,pleno,3,7,alta,5,-2,100.0,,NOK,Não,0,não_atendida
3,op8,ordem81,solda | pintura,hidráulica | pintura | alvenaria,pleno,4,7,alta,3,0,50.0,solda,NOK,Não,0,não_atendida
3,op9,ordem70,elétrica | solda,solda | elétrica,sênior,7,7,alta,4,-1,100.0,,OK,Não,0,não_atendida
3,op10,ordem58,alvenaria | pintura,hidráulica | elétrica | alvenaria,júnior,7,7,alta,1,2,50.0,pintura,NOK,Não,0,não_atendida
4,op1,ordem51,pintura,alvenaria | pintura | hidráulica,pleno,6,7,alta,5,-1,100.0,,NOK,Não,0,não_atendida
4,op2,ordem39,alvenaria | solda,elétrica | alvenaria | pintura,pleno,8,8,alta,3,1,50.0,solda,NOK,Não,0,não_atendida
4,op3,ordem59,hidráulica | pintura,elétrica | hidráulica,júnior,7,7,alta,1,3,50.0,pintura,NOK,Não,0,não_atendida
4,op4,ordem72,solda,elétrica | solda,júnior,6,7,alta,5,-1,100.0,,NOK,Não,0,não_atendida
4,op5,ordem4,alvenaria,alvenaria | elétrica,pleno,5,8,média,5,-1,100.0,,OK,Não,0,não_atendida
4,op5,ordem83,alvenaria,alvenaria | elétrica,pleno,3,8,média,5,-1,100.0,,OK,Não,0,não_atendida
4,op6,ordem9,elétrica | pintura,elétrica | hidráulica,júnior,7,9,média,2,2,50.0,pintura,NOK,Não,0,não_atendida
4,op6,ordem62,hidráulica | pintura,elétrica | hidráulica,júnior,2,9,baixa,5,-1,50.0,pintura,OK,Não,0,não_atendida
4,op7,ordem76,solda,elétrica | solda | pintura,pleno,5,7,alta,4,0,100.0,,NOK,Não,0,não_atendida
4,op7,ordem2,pintura,elétrica | solda | pintura,pleno,2,7,baixa,5,-1,100.0,,OK,Não,0,não_atendida
4,op8,ordem90,pintura | solda,hidráulica | pintura | alvenaria,pleno,3,7,alta,2,2,50.0,solda,NOK,Não,0,não_atendida
4,op8,ordem35,solda | pintura,hidráulica | pintura | alvenaria,pleno,3,7,média,2,2,50.0,solda,OK,Não,0,não_atendida
4,op9,ordem1,solda,solda | elétrica,sênior,6,7,média,1,3,100.0,,OK,Não,0,não_atendida
4,op10,ordem15,hidráulica,hidráulica | elétrica | alvenaria,júnior,7,7,média,4,0,100.0,,NOK,Não,0,não_atendida
5,op1,ordem11,pintura,alvenaria | pintura | hidráulica,pleno,7,7,média,3,2,100.0,,OK,Não,0,não_atendida
5,op2,ordem21,pintura | solda,elétrica | alvenaria | pintura,pleno,5,8,média,2,3,50.0,solda,OK,Não,0,não_atendida
5,op2,ordem54,solda | pintura,elétrica | alvenaria | pintura,pleno,3,8,média,4,1,50.0,solda,OK,Não,0,não_atendida
5,op3,ordem25,elétrica | solda,elétrica | hidráulica,júnior,4,7,média,5,0,50.0,solda,NOK,Não,0,não_atendida
5,op3,ordem57,hidráulica,elétrica | hidráulica,júnior,3,7,média,5,0,100.0,,NOK,Não,0,não_atendida
5,op4,ordem40,pintura | solda,elétrica | solda,júnior,5,7,média,2,3,50.0,pintura,NOK,Não,0,não_atendida
5,op4,ordem100,solda,elétrica | solda,júnior,2,7,baixa,5,0,100.0,,OK,Não,0,não_atendida
5,op5,ordem24,elétrica | pintura,alvenaria | elétrica,pleno,8,8,média,5,0,50.0,pintura,OK,Não,0,não_atendida
5,op6,ordem44,elétrica,elétrica | hidráulica,júnior,8,9,média,4,1,100.0,,NOK,Não,0,não_atendida
5,op7,ordem48,alvenaria | pintura,elétrica | solda | pintura,pleno,4,7,média,1,4,50.0,alvenaria,OK,Não,0,não_atendida
5,op7,ordem64,solda,elétrica | solda | pintura,pleno,3,7,média,3,2,100.0,,OK,Não,0,não_atendida
5,op8,ordem49,hidráulica,hidráulica | pintura | alvenaria,pleno,5,7,média,3,2,100.0,,OK,Não,0,não_atendida
5,op9,ordem71,elétrica | solda,solda | elétrica,sênior,4,7,média,5,0,100.0,,OK,Não,0,não_atendida
5,op9,ordem27,elétrica | hidráulica,solda | elétrica,sênior,3,7,baixa,1,4,50.0,hidráulica,OK,Não,0,não_atendida
5,op10,ordem87,elétrica | solda,hidráulica | elétrica | alvenaria,júnior,6,7,média,2,3,50.0,solda,NOK,Não,0,não_atendida
